@title,韓国語
,이번에도 에너지를 두고<br>가겠습니다…<br>잘 써주시죠.
#02641,안녕하세요.<br>오랜만입니다.
,귀국이 힘써주신 덕분에 주변국인 우리나라에도 몬스터가 줄어 많이 안전해졌습니다!
,그래서 여가 시간이 생긴 덕분에 TV를 보면서<br>건전하게 SNS 즐기는 법을 배우고 있죠.
,앞으로도 평온한 세상을 위해<br>힘써주시길 바랍니다.<br>그럼 이번에도 약소하게나마 에너지를<br>두고 가겠습니다…
#02642,오랜만입니다.<br>귀국의 활약상이<br>화살에 묶여 날아왔기에 찾아뵙습니다.
,어제 화살이 날아와<br>머리 언저리에 꽃혔는데<br>자세히 살펴보니 종이가 아니라 USB더군요.
,요즘은 화살에<br>USB를 묶어서 쏘나 봅니다.<br>이것도 모두<br>귀국이 활약해주신 덕분입니다.
,앞으로도 세계 문명의 발전을 위해<br>힘써주시길 바랍니다.<br>그럼 이번에도 약소하게나마 에너지를<br>두고 가겠습니다…
#02643,안녕하세요.<br>간만입니다.
,귀국의 활약상 덕분에<br>잡에 박혀서 느긋하게 지내고 있습니다.<br>이렇게 나오는 것도 몇 년 만인지…
,앞으로도 제가 집에 박혀 살 수 있도록<br>힘써주시길 바랍니다.<br>그럼 이번에도 약소하게나마 에너지를<br>두고 가겠습니다…
#02644,안녕하세요!<br>이 세상 랭크가 아니라고<br>나라에서 소문이 자자하더군요.
,저희 이웃이라는 게<br>참으로 믿음직스럽습니다.
,앞으로의 활약도 기대하겠습니다.<br>그럼 이번에도 에너지를 두고 가죠…
#02645,그럼 가까운 시일에<br>다시 뵙죠.
#02646,<0> 자원이<br>부족한 듯하군요.
#02647,<0> 장비는<br>사용할 수 없습니다.
#02648,<0>…<br>장비 중이군요.
#02649,창고가 완성되어<br>마을의 자원 비축량이 늘었습니다.
#02650,<pic=money>이 부족합니다.
#02651,<pic=grass>이 부족합니다.
#02652,<pic=wood>가 부족합니다.
#02653,<pic=food>이 부족합니다.
#02654,<pic=iron>이 부족합니다.
#02655,<pic=magic>이 부족합니다.
#02656,지금은 받을 수 있는<br>보상이 없는 듯합니다.
#02657,<0> 씨를<br>떠나보냈습니다.
,장비와 스킬은<br>반납했다는군요.
#02658,지금은…<br>떠나보낼 수 없습니다.
,주민이 아무것도 하고 있지 않을 때<br>다시 시도해주세요.
#02659,이 나라를 다스릴 사람이<br>없어지고 맙니다.
#02660,아직 발견되지 않았네요.
#02661,<pic=stamina>가 부족합니다.
#02662,현재 마을 랭크로는…<br>더 늘릴 수 없습니다.<br>창고 수가 최대인 듯하네요.
#02663,아이템이 부족합니다.
#02664,고용할 수 있는 권리가 없습니다.
#02665,드, 드디어…<br>모든 구역이<br>평화로워졌습니다…
,옛 왕국이 드디어<br>온전한 모습으로 되돌아왔군요!
,전 국민이 기뻐하고 있습니다!<br>축하합니다!
#02666,오호라!<br>친구가 많이 늘었군요
,바나나 왕국으로부터<br>축하 선물이 왔습니다.
#02667,친구가 늘어나면<br>토벌 활동에도 큰 도움이 되니<br>친구들과 함께 즐겨주세요.
,그럼 이만.
#02668,이런!<br>아직도 이 섬에는<br>개척되지 않은 땅이 있다고 합니다!
#02669,건축 메뉴에서 마을 회관을<br>지읍시다. 가능한 범위에서<br>원하시는 곳에 지어주세요.
#02670,마을의 범위가 정해졌군요.
,이제 선대 왕국처럼…<br>집과 창고가 길게 늘어선<br>멋진 왕국을 차근차근 만들어갑시다!
,이어서… ‘토지’를 만들어<br>마을에 활기를 불어 넣읍시다!
#02671,이번엔 왕의 방을 만들<br>땅을 골라주시죠.
#02672,아차, 아직 마을에 거주할 주민을<br>모집하지 않았네요.
,현 마을 랭크로는<br>3명까지 모집할 수 있습니다.<br>마을 회관을 선택해주세요.
#02673,파견이 별 탈 없이 잘 이루어지기를<br>저도 기원하겠습니다.
,주위에 덮인 구름 쪽으로<br>파견 보내면 세계가 점점 넓어집니다.
,그건 그렇고<br>선대가 남기신<br>비밀 도구를 드리겠습니다.
,원하실 때 ‘길게 눌러서’<br>사용하시면 됩니다.
#02674,마을 밖으로 나가려면<br>마을 방벽을 넘어야만 합니다.
,입구가 있는 편이<br>더 편리하겠죠.
,그럼<br>어서 만들어봅시다!
#02675,어느 정도 정리가 되었습니다!<br>그럼 이제 보물을 찾으러 떠나보죠.
,…주변에 덮인 구름을<br>걷어낼 방법이 있을지도 모르겠군요!
,그럼 파견 보낼 곳을 선택해주세요.
#02676,앞으로 생길 물건들을 비축하기 위해선<br>창고가 필요합니다.
,마을 회관 근처에<br>창고 두 곳을 지어보죠.
#02677,<pic=grass>을 더 많이 비축하기 위해서는<br>창고를 새로 지어야합니다.
#02678,<pic=food>을 더 많이 비축하기 위해서는<br>창고를 새로 지어야합니다.
#02679,<pic=wood>를 더 많이 비축하기 위해서는<br>창고를 새로 지어야합니다.
#02680,<pic=iron>을 더 많이 비축하기 위해서는<br>창고를 새로 지어야합니다.
#02681,<pic=magic>을 더 많이 비축하기 위해서는<br>창고를 새로 지어야합니다.
#02682,파견 혹은 토벌을 보낼 때는<br><pic=stamina>가 필요합니다.
,시간이 지날 수록 마을 회관에 조금씩 쌓이긴 합니다만…
,더 확실히 도움이 될 시설이<br>필요하겠네요.
,선대 왕국에 있던 에너지 시설을<br>설계도로 그려봤으니 잘 써주세요.
#02683,아무래도 파견 장소를 바꿔보는 편이 좋겠네요.
,구름이 덮인 곳이<br>왕국 발전에 도움이 될 듯하네요.
#02684,우선 연구용으로…<br>건물을 지어보도록 하죠!
,건설이 완료되면<br>담당자도 지명해주세요.
#02685,다양한 자원을 사용해 연구를 진행하면 건국에 도움이 될 겁니다!
,연구소가 완성되었으니<br>연구를 진행해보죠!
#02686,보물상자를 얻었습니다!
,하지만… 열리지 않아서<br>내용물을 알 수가 없네요.
,상공업자가 보물 상자를 열 수 있는 기술을<br>가지고 있으니, 개봉할 장소를 준비해 주죠!
,창고 가까이에 두는 편이 좋겠죠.
#02687,건국이 본격적으로 진행되고 있네요.<br>계속 착실히 해 나가도록 하죠.
#02688,마을 밖에 동굴이 출현했네요!
,방치하면 몬스터가<br>넘쳐나게 되니… 준비를 마치면<br>토벌대를 보냅시다!
,동굴을 터치해주세요.
#02689,구름을 만들고 있던 보스를<br>발견했군요!
,준비를 마치면<br>토벌대를 보내<br>세계를 원래대로 되돌립시다!
,보스를 터치해주세요.<br><br>…아, 그 전에<br>이걸 받으세요.
#02690,보스와 싸우다가<br>위험해지면 써주세요.
#02691,동료들을 강화시켜주는<br>아이템을 발견했습니다!
,어서 사용해보죠!
#02692,주민 리스트에서 동료를 선택하면<br>장비 메뉴가 나타납니다.
,전투 요원에게 무기와<br>방어구를 챙겨주세요.
#02693,오! 파견 나간 동료 덕분에<br>랭크 포인트가 꽉 찼네요!
,어서<br>마을 회관을 선택해<br>왕국을 랭크업합시다!
#02694,<pic=grass>은 밭에서 정기적으로<br>수확할 수 있다고 들었습니다.<br>어서 연구해보죠!
#02695,그리고 집 찬장에서 찾아낸<br>아이템을 드리겠습니다.
#02696,<pic=wood>는 벌목소에서 정기적으로<br>채집할 수 있다고 들었습니다.<br>어서 연구해보죠!
#02697,오오, 새 마을 회관을<br>얻으셨군요.
,안전한 땅이 많이<br>생겼으니… 어딘가 넓은 곳에<br>새로운 마을을 만듭시다!
#02698,마구간이 있다면<br>동료를 파견 보낼 때<br>동료 1명의 이동속도가 오릅니다.
,파견을 떠나는 출입구 가까이에<br>지어놓으면 효율적이겠네요.
#02699,항구에서는 이웃 마을에서 온<br>배를 부를 수 있습니다.
,상인과 모험가들이 찾아옵니다만…<br>길을 몰라 마을까지<br>오지 못하는 사람도 있다네요.
,그럼 마을 출입구까지<br>간판을 설치해야겠죠!
#02700,범위를 잘 보고<br>모두 이어지게끔 설치합시다.
,아, 그리고 이웃 나라에서<br>축하 선물을 보냈습니다.
#02701,간판을 출입구까지<br>이어서 설치했다면
,항구를 선택해 배를 부릅시다.<br>마을에 가게가 있다면<br>재정에도 도움이 된답니다!
#02702,새로운 방은 동거인이<br>살 수 있는 타입이라고 합니다.
,말이 나온 김에 전용 침대를<br>설치하고 동료를 설정합시다!
#02703,각 직업마다 기술을<br>장비하고 있습니다만…
,새로운 기술이 생기면<br>동료를 선택해 ‘기술 장비’에서<br>기술을 줄 수 있습니다.
,전투 시 혹은 마을에서<br>도움되는 것들이 많답니다.<br>다양하게 시도해보세요.
#02704,마을이 침략당하면서<br>파괴된 시설이 보이는군요.
,소문으로 듣기에는…<br>보름달이 뜬 밤엔 몬스터들이<br>마을에 나타난다고 합니다.
,자는 주민을 깨우는 아이템과<br>파견 중인 아군을 소환하는<br>아이템을 드리겠습니다.
,몬스터가 습격했을 때<br>사용해주세요.
#02705,전투 중에 동료가<br>크게 다쳤군요…
,회복 시설이 필요할 테니<br>서둘러 설치합시다!
#02706,마을이 많이 발전했군요.
,앞으로는…<br>몬스터들도 강력해지리라<br>예상됩니다.
,설치된 시설들을 선택해<br>레벨을 올려두는 것도<br>검토해 주세요.
#02707,연구를 하려면 중요한 ‘직업’이<br>필요하다고 합니다.
,제 지인을 소개해드릴 테니<br>부디 고용해주세요.
#02708,새로운 동료를 찾으신다면…<br>소개를 받아 보시는 게 어떤가요?
,새 마을에 이주하길 원하는<br>모험가와 주민들을 소개받읍시다!
#02709,선대 왕과 찍은 사진을 보고<br>우리 마을에 우물이<br>있었다는 걸 알았습니다.
,연구하죠!
#02710,선대 왕과 찍은 사진을 보고<br>우리 마을에 간이 화덕이<br>있었다는 걸 알았습니다.
,연구하죠!
#02711,선대 왕과 찍은 사진을 보고<br>우리 마을에 휴식처가<br>있었다는 걸 알았습니다.
,연구하죠!
#02712,선대 왕께서 그리신 그림을 보니<br>우리 마을에 벤치가<br>있었다는 걸 알았습니다.
,연구하죠!
#02713,드디어…<br>두 번째 마을이 생겼습니다!
,어제는 국민 모두가 모여<br>축하회를 가졌죠.
,개척되지 않은 땅도 가까우니<br>위험한 구역을 개척하는 데 도움이 될<br>좋은 전진기지가 되겠네요!
,이제부터 발전하려면<br>다양한 것들이 필요할 듯싶으니
,대단한 건 아니지만<br>이 날만을 위해 가지고 있던 걸<br>드리겠습니다.
#02714,앞으로도 멋진 마을을<br>만듭시다!
#02715,그러고 보니 마을 간에<br>물자를 교류할 수 있다고 합니다.
,각 마을에 이 시설을 두어<br>옮길 물자를 선택하세요.
#02716,선대 왕께서 지니시던<br>특별한 물건을 드리겠습니다.
,공사가 순식간에 끝난답니다!
#02717,이걸 가지고<br>방 안을 선택해보세요.
#02718,랭크업 공사를 할 때<br>필요한 소재로군요.
,앞으로도 파견을 보내<br>보물을 모아 랭크를 높입시다!
,그나저나 앉아 있던 의자가<br>방금 부서져서 생긴 이것을<br>재료로 써주시죠.
#02719,선대 왕의 지인 분과 담화를 나누다<br>우리 마을에 흙길이<br>있었다는 걸 알았습니다.
,연구하죠!
#02720,마을 주변에 있는 구름을 걷어내<br>안전한 땅을 넓혀야합니다.
,그러기 위해선<br>파견 장소를 변경할 필요도<br>있어보이네요.
,파견 메뉴에서<br>장소를 정해주세요!
#02721,아이템 창고는 정말 중요하답니다.<br>부지런히 연구해서 확보해둬야겠어요.
,연구하죠!
#02722,보물 창고가 가득차면…<br>어렵게 얻은 보물을 보관할 수 없게 돼요.
,나중을 위해서라도 부지런히 연구해서<br>확보해둬야겠네요!
#02723,오호!<br>동전을 얻으셨네요! 잘 됐어요!
,가끔 보물 상자에서도 나오지만…
,주 공급원은 역시<br>배를 타고 온 관광객들이죠.
,아이템 창고에도 일시적으로<br>보관할 수 있지만…<br>전용 저금통이 있으니 설치합시다!
#02724,오오!!<br>드디어 은전이 생겼습니다!
,동전보다 몇 배의<br>가치가 있다고들 하죠.
,중요한 자산이니<br>어서 전용 저금통을 설치합시다!
#02725,오오오!!<br>금전을 얻을 줄이야!<br>직접 보는 건 처음이군요…
,은전보다도 몇 배는<br>귀하다고들 하죠.<br>처음 봐요…
,아주 소중한 자산이니<br>어서 전용 저금통을 설치합시다!<br>이걸 직접 볼 줄이야…
#02726,<pic=food>을 얻을 수 있는 시설은<br>좀처럼 없습니다만…
,낙농가 수가 늘면 목장을 만드는 데에 큰 보탬이 될 겁니다.
,마을에 목장을 만듭시다!
#02727,<pic=food> 여분이 없군요.
,열매가 열린 나무에 파견을 보내면<br>얻을 수 있을 겁니다.
,여건이 된다면 낙농가를 들여<br>목장을 경영하면 좋겠네요.<br>이번엔 이걸 드리겠습니다.
#02728,<pic=iron> 여분이 없군요.
,바위가 있는 곳에 파견을 보내면<br>얻을 수 있을 겁니다.
,광산을 지을 수 있다면 좋겠지만…<br>좀처럼 찾기 힘든 시설이라고 하더군요.
,이번엔 이걸<br>드리겠습니다.
#02729,<pic=magic> 여분이 없군요.
,바위가 있는 곳에 파견을 보내면<br>얻을 수 있을 겁니다.
,마석 광산을 지을 수 있다면 좋겠지만…<br>좀처럼 찾기 힘든 시설이라고 하더군요.
,이번엔 이걸<br>드리겠습니다.
#02730,목장은 지었는데<br>동물이 없네요…
,그렇다면 먹이를 두어<br>마을 밖에 있는 동물을 꾀어봅시다!
#02731,몬스터가 알을<br>두고 갔네요!
,흠… 이거면 몬스터를 동료로<br>맞이할 수 있겠어요!
,일단 마을에 보관해둘<br>창고를 설치해보죠!
#02732,이제 알을<br>부화시켜봅시다!
,몬스터는 실내 혹은<br>야외에서 기르실 수 있습니다.
,마음에 드시는 곳부터<br>연구하시죠!
#02733,가게에서는 상품을 만들어<br>진열대에 놓습니다.
,진열대 수만큼 상품을 만드니<br>가게 설비도 신경 써야겠네요.
,그럼 진열대를 두어<br>상품 둘 곳을 마련하죠.
#02734,<pic=iron>을 채굴할 수 있는 시설을<br>획득했습니다!
,다만 설치되어도<br>제 기능을 하려면 ‘기술’을 가진<br>동료가 있어야 합니다.
,이 기술을<br>담당자에게 전해주세요.
#02735,<pic=magic>을 채굴할 수 있는 시설을<br>획득했습니다!
,다만 설치되어도<br>제 기능을 하려면 ‘기술’을 가진<br>동료가 있어야 합니다.
,이 기술을<br>담당자에게 전해주세요.
#02736,친구가 늘었습니다!
,토벌대 추가 전력이 되어주는 등…<br>건국에 있어 강력한 지원군이 되어주죠.
,그리고 마을에<br>특별한 침대를 두면<br>한동안 머물다 가기도 한답니다.
,이 기회에 연구해보죠!
#02737,방금 얻은<br>황무지 표시는 마을 주변에 두어야<br>효과가 생깁니다.
,황무지 주변에 두면<br>주민들이 자연 개선<br>활동을 하러 갑니다.
,마을 밖에 설치하도록 하죠.
#02738,방금 얻은<br>원정 오두막은 마을 주변에 두어야<br>효과가 생깁니다.
,자연 주변에 두면<br>주민들이 수확하러<br>자동으로 움직입니다.
,마을 밖에 설치하도록 하죠.
#02739,방금 얻은<br>모종판을 사용하면 때때로…
,밭에 심을 씨앗을 얻는답니다.
,주택 안에 설치하도록 하죠.
#02740,방금 얻은<br>공구 정제소를 사용하면 때때로…
,판자 같은 건축 자재나 공구를<br>얻을 수 있답니다.
,주택 안에 설치하도록 하죠.
#02741,방금 얻은<br>광석 정제소를 사용하면 때때로…
,광석 같은 건축 자재나 공구를<br>얻을 수 있답니다.
,주택 안에 설치하도록 하죠.
#02742,방금 얻은<br>조리대를 사용하면 때때로…<br>요리를 얻을 수 있답니다.
,그리고 음식점에 둔다면 더 다양한 요리를 발견할 수 있죠.
,주택 안에 설치하도록 하죠.
#02743,방금 얻은<br>마물의 석상은 마을 안에<br>두도록 하죠.
,침략하러 온 몬스터를 유인한답니다.
,창고 같은 중요한 시설과는<br>되도록 거리를 두어야겠네요.
#02744,방금 얻은<br>액막이 보옥은 마을 안에<br>두도록 하죠.
,침략하러 온 몬스터를 유인한답니다.
,가급적이면 창고 같은 중요한 시설과는<br>거리를 두어야겠네요.
#02745,방금 얻은<br>액막이 검은 마을 안에<br>두도록 하죠.
,침략하러 온 몬스터를 유인한답니다.
,창고 같은 중요한 시설과는<br>되도록 거리를 두어야겠네요.
#02746,방금 얻은<br>액막이 비석은 마을 안에<br>두도록 하죠.
,침략하러 온 몬스터를 유인한답니다.
,창고 같은 중요한 시설과는<br>되도록 거리를 두어야겠네요.
#02747,같은 직업을 가진<br>사람이 여럿 있으면<br>더 쾌적해지죠.
,이번에도 제 지인을 소개하겠습니다.
#02748,전투를 중시한다면<br>전투에 능숙한 직업군을<br>모집합시다!
#02749,무기점이 생겼군요!<br>이걸 써주시죠!
#02750,방어구점이 생겼군요!<br>이걸 써주시죠!
#02751,아이템점이 생겼군요!<br>이걸 써주시죠!
#02752,가구점이 생겼군요!<br>이걸 써주시죠!
#02753,기술점이 생겼군요!<br>이걸 써주시죠!
#02754,여관이 생겼군요!<br>관광객이 온다면<br>분명 도움이 될 겁니다!
,이걸 써주시죠!
#02755,음식점이 생겼군요!<br>이걸 써주시죠!
