@title,中文(繁體)
#02700,請注意配置時的範圍，<br>要配置得可以連在一起喔。
,啊，附帶一提，<br>鄰國送來了賀禮，請收下吧。
#02701,將看板一路搭到<br>出入口之後，
,就選擇港口，邀請船只前來吧。<br>如果城市裡有商店的話，<br>收入也會跟著提升喔！
#02702,新的房間似乎是能和<br>同居人一起居住的樣式。
,機會難得，<br>請放置專用的床鋪，設定夥伴吧！
#02703,雖然各種職業<br>有裝備著各自的技能……
,不過學會新的技能時，<br>就選擇同伴，<br>從「裝備技能」授予技能吧。
,有些技能似乎能在戰鬥中<br>或是城市裡派上用場。<br>請試試看各種搭配吧。
#02704,城市受到攻擊<br>設施似乎被破壞了。
,我有聽過傳聞……<br>據說滿月的夜晚<br>怪物可能會來到城市。
,請收下能夠叫醒<br>睡著的居民<br>或是召回派遣中的同伴的道具吧。
,請在受到大量怪物襲擊時<br>活用看看。
#02705,有夥伴在戰鬥中<br>受了傷呢……
,似乎需要可以進行回復的設施。<br>馬上就來建造吧！
#02706,城市發展到一定的階段了呢。
,我想今後……<br>敵對的怪物們<br>也會變得更加強大。
,請選擇各種建設好的設施，<br>考慮對它們<br>進行升級。
#02707,研究需要某個<br>重要的「職業」。
,我把認識的人介紹給您，<br>請務必予以雇用。
#02708,為了找到新的夥伴……<br>接受介紹如何呢？
,讓人介紹希望移居到<br>新城市的居民和冒險者們吧！
#02709,看著和上一代國王的紀念照片，<br>我想起了這個城市<br>其實是有一口井的。
,進行研究吧！
#02710,看著和上一代國王的珍貴相簿，<br>我想起了這個城市<br>其實是有一座爐灶的。
,進行研究吧！
#02711,看著上一代國王送的自拍照片<br>我想起了這個城市<br>其實是有休憩處。
,進行研究吧！
#02712,看著上一代國王畫的風景畫，<br>我想起了這個城市<br>其實是有長椅的。
,進行研究吧！
#02713,期待的第2個城市……<br>終於完成了呢！
,昨天全國上下一起慶祝，<br>度過了一段很快樂的時光。
,愈來愈靠近未開拓的土地了，<br>它或許能夠成為征服<br>更為強力的土地時的理想據點！
,為了今後的發展<br>可能會需要更多各種東西，
,我也略盡棉薄之力，<br>把我為了這一天準備的<br>東西送給你吧。
#02714,來建設<br>美好的城市吧！
#02715,對了，城市之間<br>似乎可以進行物資往來。
,在這個設施建在兩個城市中，<br>選擇要運送的物資吧。
#02716,請收下上一代國王交給我的<br>特別物品吧。
,能讓施工馬上完成喔！
#02717,請帶著此物品，<br>在房間裡各自選擇。
#02718,在級別提升施工時<br>會出現各種必要的素材。
,從今以後也藉由派遣收集寶物，<br>努力升級吧！
,那麼，因為剛才<br>我坐的椅子壞掉了，<br>請使用這些材料吧。
#02719,和上一代國王的朋友聊天的時候，<br>我發現這座城市<br>似乎鋪設了田間小道。
,進行研究吧！
#02720,為了增加安全的土地……<br>把覆蓋在城市周遭的雲都給撥散吧！
,所以，似乎改變一下<br>派遣的目的地<br>會比較好呢。
,試著從派遣<br>重新選擇地點吧！
#02721,道具倉庫在各方面都很重要呢。<br>為了今後，應該趕快通過研究獲得比較好呢！
,馬上進行研究吧！
#02722,如果寶物庫滿了的話……<br>難得得到的寶物也就浪費掉了。
,為了今後，還是應該趕快通過研究<br>獲得道具倉庫比較好呢！
#02723,哎呀！<br>得到了讓人超高興的銅幣了呢！
,雖然有時候會出現在寶物裡……
,不過主要還是藉由<br>搭船來的觀光客得到。
,雖然也能暫時保管在道具倉庫……<br>不過還有專用的存錢筒，<br>就來配置看看吧！
#02724,喔喔！！<br>終於得到銀幣了！
,銀幣號稱有著銅幣的<br>數倍以上的價值。
,因為是很重要的東西，<br>趕快配置專用的存錢筒吧！
#02725,喔喔喔～！！<br>竟然得到金幣了！<br>我也是第一次看見……
,金幣號稱有著銀幣的<br>數倍以上的價值……<br>我也是第一次看見……
,因為是很重要的東西，<br>就來配置專用的存錢筒吧！<br>我也是第一次看見……
#02726,雖然能夠得到<pic=food><br>的設施並不多……
,但聽說增加酪農家，就能建設牧場，發揮實力的樣子。
,在城市建設牧場吧！
#02727,<pic=food>所剩不多呢。
,派遣人手前往結果實的樹<br>或許能比較容易得到。
,將來如果能招募酪農家，<br>經營牧場就好了。<br>這次請收下這些物品。
#02728,<pic=iron>所剩不多呢。
,派遣人手前往有岩石的地方<br>或許能比較容易得到。
,總有一天如果能在附近建設礦山就好了……<br>但是據說相當難以發現。
,這次就請收下<br>這些東西吧。
#02729,<pic=magic>所剩不多呢。
,派遣人手前往<br>有發出紅色光芒的岩石的地方<br>或許能比較容易得到喔。
,總有一天如果能建設魔石礦山就好了……<br>但是據說相當難以發現。
,這次就請收下<br>這些東西吧。
#02730,雖然牧場完成了，<br>但是卻沒有動物呢……
,接下來，為了把動物引誘來，<br>試著在城外配置飼料吧！
#02731,怪物掉下了<br>蛋呢！
,這……或許是能讓怪物<br>成為同伴的機會！
,總之就先搭建<br>能夠在城市裡存放它的倉庫吧！
#02732,那麼就來<br>讓蛋孵化吧！
,有在室內飼養，以及在戶外飼養<br>2種類的設施。
,就從你想要的那一種<br>開始研究吧！
#02733,商店能夠製造商品<br>並在貨架上販售。
,由於商品的數量不能超過貨架，<br>或許有必要擴充店內的空間。
,馬上就來配置貨架，<br>讓商品有地方放吧。
#02734,得到能夠開採<br><pic=iron>的設施了呢！
,配置之後……<br>需要讓同伴持有「技能」<br>才能正常運作。
,也請將這個技能<br>交給負責人吧。
#02735,得到能夠開採<br><pic=magic>的設施了呢！
,配置之後……<br>需要讓同伴持有「技能」<br>才能正常運作。
,也請將這個技能<br>交給負責人吧。
#02736,好友增加了呢！
,在討伐等時候能夠得到好友的協助……<br>可以說是建國時的強力援軍呢。
,然後，如果在城裡配置<br>特別的床鋪的話，<br>就可以讓好友暫時停留在此喔。
,馬上就來研究吧。
#02737,將剛才得到的荒地導覽<br>配置在城市周遭，<br>就會發揮效果。
,如果放在荒地附近，<br>居民們就會<br>前往修補。
,試著放在城市外面看看吧。
#02738,將剛才得到的遠征小屋<br>配置在城市周遭，<br>就會發揮效果。
,如果放在自然附近，<br>居民們就會<br>前往收穫。
,試著放在城市外面看看吧。
#02739,使用剛才得到的<br>育苗場，偶爾會……
,得到能在田地使用的種子喔。
,試著放在家裡看看吧。
#02740,使用剛才得到的<br>工具精製所，偶爾會……
,得到像是木板之類的<br>建材或工具喔。
,試著放在家裡看看吧。
#02741,使用剛才得到的<br>礦石精製所，偶爾會……
,得到像是礦石之類的<br>建材或工具喔。
,試著放在家裡看看吧。
#02742,使用剛才得到的<br>烹飪臺，偶爾會……<br>得到料理喔。
,而且如果有餐館的話，或許就能得到更多種類的料理。
,試著放在家裡看看吧。
#02743,試著在城市裡<br>設置剛才得到的<br>魔物塑像吧。
,它有能夠吸引前來襲擊的敵人的效果。
,盡量放在離像是倉庫之類的<br>重要設施遠一點的地方吧。
#02744,試著在城市裡<br>設置剛才得到的<br>驅魔 寶珠吧。
,它有能夠吸引前來襲擊的敵人的效果。
,盡量放在離像是倉庫之類的<br>重要設施遠一點的地方吧。
#02745,試著在城市裡<br>設置剛才得到的<br>驅魔 劍吧。
,它有能夠吸引前來襲擊的敵人的效果。
,盡量放在離像是倉庫之類的<br>重要設施遠一點的地方吧。
#02746,試著在城市裡<br>設置剛才得到的<br>驅魔 石碑吧。
,它有能夠吸引前來襲擊的敵人的效果。
,盡量放在離像是倉庫之類的<br>重要設施遠一點的地方吧。
#02747,如果城裡居住著<br>多名擁有同樣職業的居民，<br>有時就會讓生活變得更方便舒適呢。
,我來多介紹一點認識的人吧。
#02748,想要重視戰鬥的時候，<br>就多招募一些<br>擅長戰鬥的職業吧！
#02749,武器店完成了呢！<br>請好好活用吧！
#02750,防具店完成了呢！<br>請好好活用吧！
#02751,道具店完成了呢！<br>請好好活用吧！
#02752,家具店完成了呢！<br>請好好活用吧！
#02753,技能店完成了呢！<br>請好好活用吧！
#02754,旅館完成了呢！<br>如果觀光船來了的話<br>應該就會派上用場了！
,請好好活用吧！
#02755,餐館完成了呢！<br>請好好活用吧！
#02756,飾品店完成了呢！<br>請好好活用吧！
#02757,回復之間完成了呢！<br>請好好活用吧！
#02758,解析之間完成了呢！<br>請好好活用吧！
#02759,研究所完成了呢！<br>請好好活用吧！
#02760,醫院完成了呢！<br>請好好活用吧！
#02761,教會完成了呢！<br>請好好活用吧！
#02762,日期更新了。<br>現在是建國開始以來 第<0>天喔。
#02763,昨天登錄的戰鬥點數<br>結果揭曉了！<br>究竟排行第幾呢……我們來看看吧！
#02764,已經超過登錄的戰鬥點數報酬的領取期限了。
,請記得在登錄的第二天……<br>進行確認喔。
#02765,喔，似乎成功達成<br>挑戰的任務了！
#02766,昨天挑戰的任務<br>已經截止了……
,重新挑戰<br>今天的任務吧！
#02767,為了成為師父<br>需要提升任何一種能力。
,將等級升至「5級」以上吧。
#02768,這分享的英姿真棒！<br>請收下獎勵。
#02769,這分享的英姿真棒！<br>真的嚇死偶了啦。
#02770,感謝您的評論。<br>我會將其活用在<br>今後我國的發展上。
#02771,目前似乎無法使用<br>該道具。
#02772,似乎無法裝備多個<br>和該技能同一種類的技能。
#02773,呵呵。你好。<br>我聽說有位認真經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,雖然昨天練習的時候毀壞了3座城市，不過今天應該能一次就成功。各種意義上。<br>那麼……嗯哼。
,嘰耶————！！！！！
#02774,呵呵。你好。<br>我聽說有位真摯經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,雖然昨天練習的時候把旁邊的黃色機器人炸飛到宇宙的盡頭了，不過今天應該能成功。各種意義上。那麼……嗯哼。
,嘰耶————！！！！！
#02775,呵呵。你好。<br>我聽說有位出色地經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,雖然我才剛學會，只對朋友用過而已，不過特別對你用用看喔！<br>那麼，嗯哼！
,嘰耶————！！！！！
#02776,呵呵。你好。<br>我聽說有位拼命經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,昨天想說要試試看的時候，發現附近有一折限時大拍賣，就跑去買了很多衣服。<br>所以這是直接上陣！！
,那麼……
,嘰耶————！！！！！
#02777,呵呵。你好。<br>我聽說有位專心經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,雖然昨天練習的時候好像有種神秘的恐怖大魔王復活了的感覺，不過我覺得那應該只是錯覺，今天也來挑戰吧！那麼，嗯哼
,嘰耶————！！！！！
#02778,呵呵。你好。<br>我聽說有位健全地經營王國的國王，所以特地前來拜訪了。
,我學會了擴張領域的魔法，<br>因此想試著使用看看。
,雖然昨天練習的時候發生了許多災害，不過我想應該和我的魔法是沒有關係的才對。應該啦。那麼……嗯哼。
,喔啦啊啊啊啊啊～～！！！！
#02779,呵呵。你好。<br>我聽說有位華麗地經營王國的國王，所以特地前來拜訪了。
,由於我學會了擴張領域的魔法<br>想試著使用看看。
,雖然昨天練習的時候附近的大陸沉到海底了，不過我覺得今天應該會成功。真的啦。<br>那麼……嗯哼。
,哼呀啊啊啊啊啊～～～！！！！
#02780,呵呵。成功了呢。<br>那麼下次再會吧。
#02781,哎呀，收到了每5級合計一次的<br>王國的最高得分。
,究竟取得了<br>多高的得分呢……
#02782,似乎不是能夠<br>裝備該技能的職業。
#02783,哎呀，這裝備好像是<br>女性專用呢。
#02784,如果要拆除這個設施的話，<br>請先拆除範圍內的……<br>其他設施。
#02785,哎呀！<br>好像又發現了些什麼！
#02786,真是太棒了！<br>這下子就可以建設新的城市了呢。
,馬上就在寬廣的地方<br>建造市政廳吧！
#02787,如果把道具拖拽到<br>這裡的鎖定按鈕上……
,就能成功鎖定，<br>不會不小心弄錯<br>把道具用掉了！
,想要解除鎖定的時候<br>請再次拖拽道具喔。
#02788,喔喔。<br>您要在商店留下評論嗎！
,謝謝您。<br>在您寫完評論之後，<br>請記得回到遊戲喔。
,那麼請小心慢走
#02789,哎呀……<br>城裡已經<br>連一個鎮民都沒有了呢……
,如果城裡沒有留下<br>至少1個鎮民的話，<br>就沒辦法打開寶箱了呢。
,我透過認識的人<br>介紹了新人過來，<br>請雇用看看吧。
#02790,話是這麼說，<br>解析寶物也可以用技能做到，<br>所以讓誰裝備在身上也可以喔。
,那麼就來<br>雇用鎮民吧。
#02791,現在正在進行作業，<br>無法卸除技能。
#02792,這是民眾居住的地方。<br>請在城市裡建造相應的數量。
#02793,這個市政廳<br>能夠雇用居民，以及將一部分作為倉庫使用，<br>是城市運作上重要的設施。
,敵人攻打進來的時候，<br>守住這裡也是很重要的。<br>為了提升城市的機能，<br>希望能盡量讓它升級呢。
,啊，不小心說得太快了……
,現在你只要明白<br>這個設施很重要就行了。
#02794,這是派遣時，居民會經過的大門。<br>據說放在人們經常通行的地方比較好。
#02795,城市的範圍擴張了。<br>這是能讓領地擴張的特別設施。
#02796,城市的範圍擴張了。<br>這是能讓領地擴張的特別設施。
,另外，指定人員負責的話，<br>當敵人攻打過來的時候，防禦起來就會更方便。
#02797,這裡能夠保管<br>收集來的道具。
,各個城市所保管的物品<br>可以使用在該城市的夥伴身上。
,好想快點收集<br>大量道具呢！
#02798,這裡能夠保管<br>收集來的能量。
,只要累積愈多<br>就能進行愈多次派遣和討伐。
,繼續奮鬥，<br>創造出能夠<br>收集更多能源的基礎設施吧。
#02799,這裡能夠保管<br>收集來的寶箱。
,請鎮民打開寶箱吧。
#02800,城市裡有了流水，<br>有氣氛多了呢。
#02801,這裡可以定期<br>收穫<pic=grass>。
,不過需要道具「田地種子」，<br>請努力收集吧。
#02802,這裡可以定期<br>收穫<pic=wood>。
,不過需要道具「樹木種子」，<br>請努力收集吧。
#02803,這裡可以定期<br>收穫<pic=food>。
,但是，需要從城外<br>捕捉動物。
,請酪農家去捕捉動物吧。
#02804,這裡可以定期<br>收穫<pic=iron>。
,但是需要……<br>送貨員的技能
,請對擁有技能的同伴<br>設定職務吧。
#02805,這裡可以定期<br>收穫<pic=magic>。
,但是需要……<br>送貨員的技能
,請對擁有技能的同伴<br>設定職務吧。
#02806,這是隨著時間經過<br>能夠收穫能量的設施。<br>沒有在遊玩時也能夠累積。
,如果配置多個該設施，<br>派遣和討伐時就不會能量不足，<br>能夠順利地進行建國呢。
#02807,使用水井時能夠<br>回復HP和活力。
,如果設置在城裡，<br>受傷的同伴們應該就會去利用。
#02808,觀光客們會<br>順著看板來訪。
,為了能引導他們到城市入口，<br>妥善地設置吧。
,此外，為了讓觀光客光顧商店，<br>也在城裡設置看板吧。
#02809,如果有空閒的居民，<br>他們就會通過這個設施<br>逐漸修整周圍的荒地。
,建在有許多荒地的地方<br>會更加有效。
,要讓荒地恢復需要一段時間，<br>請耐心等候。
#02810,能夠在派遣時<br>騎馬迅速移動的設施。
,由於只能為1人提供1匹，<br>如果能盡量配置多一點馬舍<br>應該比較好。
#02811,只要有這個設施<br>就能在城市之間移動資源。
,想要移動什麼呢……<br>請再度選擇設施吧。
#02812,這是能讓鎮民<br>發揮力量開封寶箱的設施。
