@title,中文(简体)
,今后也通过派遣来收集宝物，<br>努力提升级别吧！
,对了，<br>因为我刚才坐的椅子坏了，<br>请使用这些材料吧。
#02719,我在和先王朋友聊天时发现，<br>城里以前好像<br>铺设有田间小道。
,来研究吧！
#02720,为了增加安全的土地……<br>努力清除笼罩在城市周围的阴云吧！
,为此，可能更改一下<br>派遣的地点<br>会比较好呢。
,在派遣中重新选择<br>地点吧！
#02721,道具仓库在各方面都很重要呢。<br>为了今后的发展，建议赶快通过研究来获得它！
,这就开始研究吧！
#02722,宝物库装满后……<br>就会浪费难得到手的宝物呢。
,为了今后的发展，还是赶快通过研究<br>来获得它吧！
#02723,哎呀！<br>得到了令人欣喜的铜币呢！
,铜币偶尔能在宝物中发现……
,但主要来源是<br>坐船来的游客哦。
,虽然也能在道具仓库中<br>临时保管……不过另外<br>还有专用的存款箱，赶快设置吧！
#02724,噢！！<br>终于获得银币了呢！
,据说它的价值<br>是铜币的好几倍。
,因为它很珍贵，<br>所以赶快添置专用的存款箱吧！
#02725,噢————！！<br>居然获得了金币！<br>我还是头一次见到……
,据说它的价值<br>是银币的好几倍……<br>我还是头一次见到……
,因为它很珍贵，<br>所以赶快添置专用的存款箱吧！<br>我还是头一次见到……
#02726,虽然生产<pic=food>的设施<br>很少……
,但增加奶农之后，就可以建造牧场，发挥出实力了。
,在城市里建造牧场吧！
#02727,<pic=food>似乎所剩无几呢。
,对结着果实的树木派遣人手<br>或许能比较容易获得哦。
,希望将来能招纳奶农，<br>经营牧场呢。<br>这次请收下这些物资。
#02728,<pic=iron>似乎所剩无几呢。
,对有岩石的地方派遣人手<br>或许能比较容易获得哦。
,希望将来能在附近<br>搭建矿山……不过据说很难发现。
,这次就请收下<br>这些物资吧。
#02729,<pic=magic>似乎所剩无几呢。
,对岩石发出红光的地方<br>派遣人手<br>或许能比较容易获得哦。
,希望将来能搭建<br>魔石矿山……不过据说很难发现。
,这次就请收下<br>这些物资吧。
#02730,虽然牧场建成了，<br>但看不到动物呢……
,接下来，在城外放置<br>吸引动物的饲料吧！
#02731,怪物<br>掉下了蛋呢！
,这……或许是<br>让怪物成为伙伴的机会！
,先在城市里建造<br>可以安置它的仓库吧！
#02732,这就开始努力<br>孵蛋吧！
,一共有2种设施……<br>分为室内饲养和室外饲养。
,先研究<br>您喜欢的种类吧！
#02733,在商店中……可以制作商品，<br>把它们摆放在货架上。
,制作商品会受到货架数的限制，<br>因此可能需要扩充店内规模。
,这就布置货架，<br>准备陈列商品吧。
#02734,得到了<br>可以开采<pic=iron>的设施呢！
,建造后……<br>需要负责运营的伙伴<br>拥有相应“技能”。
,请将此技能<br>交给负责人吧。
#02735,得到了<br>可以开采<pic=magic>的设施呢！
,建造后……<br>需要负责运营的伙伴<br>拥有相应“技能”。
,请将此技能<br>交给负责人吧。
#02736,好友增加了呢！
,好友还能在讨伐时帮忙……<br>可谓是帮助建国的强大援军。
,另外，<br>在城里添置特别床铺后，<br>就可以让他们暂时留宿在此哦。
,立即研究吧。
#02737,将刚才得到的<br>荒地路牌布置在城市周边，<br>就会开始发挥效果。
,只要布置在荒地附近，<br>居民们就会<br>前去修补哦。
,请布置在城外吧。
#02738,将刚才得到的<br>远征小屋布置在城市周边，<br>就会开始发挥效果。
,只要布置在自然附近，<br>居民们就会<br>前去收获哦。
,请布置在城外吧。
#02739,使用刚才得到的<br>育苗场时，偶尔会……
,获得能用于农田的种子哦。
,请布置在家中吧。
#02740,使用刚才得到的<br>工具精制所时，偶尔会……
,获得木板等<br>建材、工具哦。
,请布置在家中吧。
#02741,使用刚才得到的<br>矿石精制所时，偶尔会……
,获得矿石等<br>建材、工具哦。
,请布置在家中吧。
#02742,使用刚才得到的<br>烹饪台时，偶尔会……<br>获得料理哦。
,如果有饭馆的话，或许能发现更多种类的料理。
,请布置在家中吧。
#02743,记得要把刚才得到的<br>魔物雕像布置在<br>城里哦。
,它的作用是吸引前来袭击的敌人。
,尽量把它布置在<br>远离仓库等重要设施的地方吧。
#02744,记得要把刚才得到的<br>驱魔摆设 宝珠<br>布置在城里哦。
,它的作用是吸引前来袭击的敌人。
,尽量把它布置在<br>远离仓库等重要设施的地方吧。
#02745,记得要把刚才得到的<br>驱魔摆设 剑<br>布置在城里哦。
,它的作用是吸引前来袭击的敌人。
,尽量把它布置在<br>远离仓库等重要设施的地方吧。
#02746,记得要把刚才得到的<br>驱魔摆设 石碑<br>布置在城里哦。
,它的作用是吸引前来袭击的敌人。
,尽量把它布置在<br>远离仓库等重要设施的地方吧。
#02747,如果城里居住着<br>多名拥有同样职业的居民，<br>有时能让生活更舒适呢。
,我再把认识的人介绍给您吧。
#02748,如果重视战斗，<br>就收集擅长战斗的<br>职业吧！
#02749,武器店建成了呢！<br>请您好好活用！
#02750,防具店建成了呢！<br>请您好好活用！
#02751,道具店建成了呢！<br>请您好好活用！
#02752,家具店建成了呢！<br>请您好好活用！
#02753,技能店建成了呢！<br>请您好好活用！
#02754,旅馆建成了呢！<br>等有观光游船靠港后，<br>似乎就能派上用场了！
,请您好好活用！
#02755,饭馆建成了呢！<br>请您好好活用！
#02756,饰品店建成了呢！<br>请您好好活用！
#02757,回复所建成了呢！<br>请您好好活用！
#02758,解析所建成了呢！<br>请您好好活用！
#02759,研究所建成了呢！<br>请您好好活用！
#02760,医院建成了呢！<br>请您好好活用！
#02761,教堂建成了呢！<br>请您好好活用！
#02762,日期更新了。<br>今天是建国开始第 <0>天呢。
#02763,昨天登记的战斗点数<br>出结果了哦！<br>会是第几名呢……我们来看看吧！
#02764,登录的战斗点数的报酬已超过领取期限。
,请记得在登录的第二天……<br>进行确认哦。
#02765,哦，似乎成功完成了<br>挑战的任务！
#02766,昨天挑战的任务<br>已经截止……
,重新挑战<br>今日的任务吧！
#02767,如果想要成为师父，<br>似乎需要提高某方面的能力。
,将等级升至“5级”以上吧。
#02768,这分享的英姿好帅气！<br>请收下奖励吧。
#02769,这分享的英姿好帅气！<br>我都惊呆啦。
#02770,感谢您的评论。<br>我会将其用于<br>我国今后的发展。
#02771,目前似乎无法使用<br>该道具。
#02772,似乎无法装备多个<br>与该技能相同种类的技能。
#02773,呵呵，你好。<br>我听说有国王正在认真地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,昨天练习时毁坏了3座城市，但今天应该可以一气呵成，嗯，各种意义上。<br>那么……咳咳。
,咿呀————！！！！！！
#02774,呵呵，你好。<br>我听说有国王正在真挚地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,昨天把旁边的黄色机器人炸上了遥远的太空，但感觉今天应该能行，嗯，各种意义上。那么……咳。
,咿呀————！！！！！！
#02775,呵呵，你好。<br>我听说有国王正在出色地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,虽然我才刚刚学会，只对朋友用过，但今天就特别为你们施展一次好了！<br>那么，咳咳。
,咿呀————！！！！！！
#02776,呵呵，你好。<br>我听说有国王正在拼命地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,昨天刚想尝试的时候，发现附近有一折限时大甩卖，结果买了许多衣服。<br>所以我要动真格了！！
,那么……
,咿呀————！！！！！！
#02777,呵呵，你好。<br>我听说有国王正在专心地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,昨天练习时好像把神秘恐怖的大魔王唤醒了，但我觉得应该是错觉，今天也要挑战！那么，咳咳。
,咿呀————！！！！！！
#02778,呵呵，你好。<br>我听说有国王正在健全地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,虽然昨天练习时发生了各种灾害，但我认为与我的魔法无关，大概。那么……咳咳。
,嗨呀——————！！！！！！
#02779,呵呵，你好。<br>我听说有国王正在华丽地经营王国，因此前来拜访。
,我学会了扩大领域的魔法，<br>所以想使用看看。
,虽然昨天练习时让附近的大陆沉入了大海，但感觉今天一定能顺利，真的。<br>那么……咳咳。
,嗨呀哈——————！！！！！！
#02780,呵呵，成功了呢。<br>那么再会了。
#02781,咦，收到了每5级<br>统计一次的王国纪录。
,究竟获得了<br>多高的分数呢……
#02782,似乎不是<br>可以装备该技能的职业。
#02783,哎呀，那个装备<br>似乎是女性专用的哦。
#02784,如果想移除此设施，<br>请先……移除范围内的<br>其他设施。
#02785,哎呀！<br>似乎还发现了某些东西！
#02786,好棒啊！<br>这下就能建造新的城市了呢。
,立即在开阔的地方<br>建造市政厅吧！
#02787,将道具拖拽到<br>这个加锁键上……
,道具就会被锁定，<br>就不会用错<br>道具了哦！
,想要解锁时，<br>请再次拖拽道具哦。
#02788,噢，<br>您愿意在商店里填写评论吗！
,非常感谢。<br>填写完毕后，<br>请返回游戏哦。
,那么路上请小心。
#02789,咦……<br>城里完全没有<br>镇民了呢……
,如果城里没有至少留下1个镇民，<br>就会无法打开<br>宝箱呢。
,经我认识的人的介绍<br>来了新人，<br>请雇佣看看吧。
#02790,话是这么说，<br>解析宝物也能通过技能做到，<br>所以可以选择让某个人装备技能呢。
,那么，<br>来雇佣镇民吧。
#02791,目前正在工作，<br>似乎无法移除技能。
#02792,这是民众居住的地方。<br>根据城市所需的数量来建造吧。
#02793,市政厅对城市来说<br>是实用的重要设施，能雇佣居民，<br>或把其一部分当作仓库使用。
,受到敌人攻打时，<br>也要着重防守此处。<br>为了提高城市功能，<br>请努力提升级别吧。
,啊，不小心说得太快了……
,现在您只要明白<br>这个设施很重要就行了。
#02794,这是居民们在派遣时经过的大门。<br>据说建造经常有人通行的地方会比较好。
#02795,城市范围扩大了。<br>这是扩大领土的特殊设施。
#02796,城市范围扩大了。<br>这是扩大领土的特殊设施。
,另外，指定人员负责后，<br>在敌人攻打时可以更容易防守哦。
#02797,可以把收集到的道具<br>存放在这里。
,可以将每个城市保管的物品<br>用于该城市的伙伴身上。
,真想飞速收集<br>大量道具呢！
#02798,可以把收集到的能量<br>存放在这里。
,储存的能量越多，<br>就能完成更多派遣和讨伐。
,我们继续<br>完善收集能量的<br>基础设施吧。
#02799,可以把收集到的宝箱<br>存放在这里。
,然后让镇民来打开它们。
#02800,水流让城里<br>变得很有气氛呢。
#02801,在这里可以定期<br>收获<pic=grass>。
,不过需要道具“农田种子”，<br>所以请努力收集吧。
#02802,在这里可以定期<br>收获<pic=wood>。
,不过需要道具“树木种子”，<br>所以请努力收集吧。
#02803,在这里可以定期<br>收获<pic=food>。
,不过需要先在城外<br>捕捉动物。
,让奶农去捕捉动物吧。
#02804,在这里可以定期<br>收获<pic=iron>。
,不过需要……<br>运输者的技能。
,请对拥有技能的伙伴<br>设置职务吧。
#02805,在这里可以定期<br>收获<pic=magic>。
,不过需要……<br>运输者的技能。
,请对拥有技能的伙伴<br>设置职务吧。
#02806,这是可以每过一段时间<br>收获能量的设施。<br>关闭游戏后似乎也会继续积蓄能量。
,建造多个此类设施后，<br>就不必担心派遣或讨伐时会能量不足，<br>能更加顺利地建国呢。
#02807,使用水井时，<br>会回复少量生命与活力。
,只要将它布置在城内，<br>受伤的伙伴们应该就会来使用哦。
#02808,游客会跟着招牌<br>前来造访。
,妥善布置，将游客<br>领到城市入口吧。
,另外，在城里也可以布置招牌，<br>让游客光顾商店。
#02809,有居民空闲时，<br>就会通过这个设施<br>去慢慢修复周围的荒地。
,把它建在荒地多的地方<br>会更加有效。
,荒地恢复需要时间，<br>请耐心等待吧。
#02810,派遣时，伙伴可以<br>通过此设施骑马，进行快速移动。
,因为只能为1人提供1匹马，<br>所以建议尽量<br>多多建造马棚。
#02811,有了这个设施，就可以在城市间<br>运输资源了哦。
,请再次选择设施……<br>来决定想要运输的资源。
#02812,这是供镇民打开宝箱的<br>设施。
,镇民一收到宝箱就会开始行动，还请稍等片刻。
#02813,这是供受伤的伙伴睡眠，<br>从而进行回复的设施。
,每个城市都至少需要一幢呢。
#02814,可以在此设施中研究……<br>但目前尚未设置研究员。
,请再次选择室外研究所，<br>并设置研究家吧。
#02815,希望居民们<br>能来使用呢！
#02816,希望居民们<br>能来使用呢！
,饭馆做出新的料理后，<br>或许也能在这里制作哦！
#02817,这是<br>敌人袭击时……容易受到攻击的<br>设施。
,如果想让仓库等重要设施在敌人袭击时避免受到攻击，就事先建造此类设施吧。
#02818,花坛让城市<br>更热闹了呢。<br>这让我想起了以前。
#02819,可以通过灌木<br>来感受自然，我很高兴。
#02820,完美的城市<br>还是需要树木呢。
,我们继续<br>打造出色的城市吧。
#02821,似乎对伤员的疗养<br>会很有帮助呢。
,我也想找机会<br>去泡泡看。
#02822,好期待……<br>会吸引什么样的动物呢。
,根据布置的地形不同，结果可能会略有不同。
,动物出现后，待机的奶农<br>就会自行前去捕捉。<br>让我们稍微等等吧。
#02823,有居民空闲时，<br>就会通过这个设施<br>去周围的自然环境中寻找宝物。
,把它建在自然资源丰富的地方<br>会更加有效。
,居民路上需要时间，<br>请耐心等待吧。
#02824,这个资源放置场<br>是制作商品时的必备设施。
,可以定期调取资源，<br>帮助商店制作商品。
#02825,在每天结束时使用，<br>可以回复生命与活力。
#02826,可以让伙伴<br>居住在与家主不同的房间。
,请再次选择，<br>决定居住的伙伴吧。
#02827,游客从船上过来后，<br>会在这里支付铜币。
,努力收集资源，<br>活用商店吧。
#02828,商店会制作商品……<br>然后将其摆放在货架上。
,等到所有商品售罄时<br>就会自动补充商品。<br>希望能够吸引游客呢。
,我还听说<br>工坊的等级提升后，<br>会发现新的商品哦。
#02829,这种家具似乎可以治疗<br>使用的居民的伤口呢。
#02830,在这里，<br>国王可以偶尔炫耀一下，<br>或是与游客聊天。
,是供国王休息的<br>最佳场所呢。
#02831,在房里也可以研究了。<br>期待研究员的表现吧。
#02832,这是能帮助回复的设施。<br>可以对受伤的伙伴进行<br>强力回复哦。
#02833,这里生产饰品。
,通过提升设施等级<br>或是提升负责人的头脑，<br>似乎可以创造出新的商品。
#02834,这里生产食物。
